d_loss,g_loss
2.769865036010742,20.475509643554688
4.647024154663086,59.069427490234375
35.260154724121094,-1.2978101968765259
7.891421794891357,22.24192237854004
0.5659096837043762,9.656573295593262
0.03490816056728363,3.995171546936035
1.8888123035430908,35.787269592285156
10.896602630615234,5.451852321624756
8.23836612701416,23.291088104248047
5.604423522949219,-0.5941523313522339
9.114444732666016,32.95996856689453
3.7057857513427734,14.46533203125
2.710237741470337,26.837852478027344
0.08012303709983826,18.525733947753906
0.4735225737094879,15.453779220581055
0.0,6.054812431335449
1.2809345722198486,30.573266983032227
2.999551773071289,9.642438888549805
4.983113765716553,35.75276184082031
4.789528846740723,12.314361572265625
1.3815295696258545,26.907747268676758
0.0021888911724090576,19.332216262817383
2.8599053621292114e-05,12.408538818359375
0.03385896235704422,10.523736000061035
0.10776512324810028,14.092052459716797
0.6627006530761719,5.425346374511719
2.239060163497925,40.54192352294922
12.89335823059082,3.2930073738098145
13.549519538879395,27.17984390258789
6.1292572021484375,6.164149284362793
14.064099311828613,21.538002014160156
1.2283061742782593,12.811248779296875
0.0,6.262788772583008
2.6529693603515625,22.9606876373291
2.2963039875030518,9.875717163085938
2.4667787551879883,20.685779571533203
1.052486777305603,12.265734672546387
0.01846359297633171,6.035089015960693
3.031806468963623,21.188146591186523
0.6072174310684204,14.105365753173828
0.21186067163944244,10.043989181518555
0.0,5.688283443450928
1.8851251602172852,24.457843780517578
8.486291885375977,1.8439418077468872
9.423324584960938,23.620437622070312
7.298803329467773,-3.626370906829834
8.991872787475586,17.06411361694336
5.485912322998047,6.895659446716309
5.091259479522705,17.196260452270508
3.5902748107910156,0.15125131607055664
8.40200138092041,14.436187744140625
6.889697074890137,4.022890567779541
0.694453775882721,11.961618423461914
0.16342677175998688,7.703755855560303
0.18189385533332825,8.028806686401367
0.07682537287473679,3.47458815574646
2.2013297080993652,16.14990997314453
7.052602767944336,3.9685921669006348
2.0998404026031494,12.90689468383789
1.3855408430099487,3.58022141456604
3.643786907196045,13.28866195678711
4.966752052307129,4.27559757232666
1.83502197265625,12.112171173095703
4.087221622467041,2.165153980255127
5.607934474945068,10.626784324645996
2.206599712371826,2.134524345397949
3.000864028930664,10.970151901245117
1.149477243423462,2.4710800647735596
2.578134059906006,13.961365699768066
5.034971714019775,0.8135656118392944
3.9359731674194336,11.501465797424316
3.8070642948150635,0.25897470116615295
4.205165863037109,9.171693801879883
2.0336852073669434,1.4879916906356812
3.153825283050537,11.310726165771484
1.1189008951187134,2.1966230869293213
3.27016282081604,9.718551635742188
2.328890800476074,3.2554116249084473
2.788569450378418,9.89403247833252
1.8172796964645386,1.9188657999038696
3.7391839027404785,9.599108695983887
1.590672492980957,2.9829792976379395
2.234799861907959,8.700469970703125
1.1678202152252197,2.340496063232422
3.0632998943328857,9.384818077087402
2.726611852645874,0.908249020576477
3.054619789123535,8.417223930358887
2.3205313682556152,0.7185623645782471
3.4821465015411377,7.69420051574707
1.877122163772583,3.409816026687622
1.0930079221725464,9.743514060974121
0.9477407932281494,1.8383690118789673
3.4164910316467285,9.026613235473633
2.3362531661987305,0.38257110118865967
4.229239463806152,8.28902816772461
2.636016607284546,1.9127492904663086
1.6239227056503296,7.240021705627441
1.0136997699737549,2.3450989723205566
1.373605489730835,7.779934883117676
0.498969167470932,3.8580727577209473
0.5076335668563843,6.758112907409668
0.959857702255249,1.0920164585113525
3.656006336212158,7.251477241516113
2.3775243759155273,0.9637306928634644
2.032987117767334,6.708784103393555
1.1148951053619385,2.0093283653259277
1.6623616218566895,5.4730024337768555
0.23944920301437378,3.0559444427490234
0.47236284613609314,5.402785778045654
0.16806429624557495,3.211024284362793
0.7363186478614807,6.859034538269043
2.0786566734313965,0.941523551940918
3.988949775695801,6.717216491699219
3.2678799629211426,1.0111007690429688
2.2993147373199463,5.916512489318848
1.8214665651321411,1.9456543922424316
3.300746440887451,5.751812934875488
1.555545449256897,1.1724417209625244
3.1028034687042236,5.073676109313965
0.3002980649471283,3.28037691116333
0.0550016313791275,3.3853414058685303
0.20186777412891388,3.297618865966797
0.17516563832759857,2.903656005859375
0.4534258246421814,6.6386799812316895
2.0555243492126465,0.8321095705032349
4.134302616119385,6.390122413635254
0.8907522559165955,0.8675823211669922
1.5500271320343018,7.120238304138184
0.484379380941391,2.6536920070648193
1.2618180513381958,8.556783676147461
1.405240774154663,1.7382792234420776
2.792752981185913,6.542519569396973
0.8154449462890625,2.042811632156372
2.29587984085083,6.29829740524292
1.0624864101409912,1.6092454195022583
1.636652946472168,6.859046936035156
1.316631555557251,1.9299237728118896
1.0825307369232178,5.297804832458496
0.4830378592014313,2.237009048461914
0.9783518314361572,6.920713424682617
1.3655256032943726,0.9832913279533386
2.7833690643310547,6.504310607910156
4.319324493408203,0.8777488470077515
2.184685468673706,5.55342960357666
0.5350353121757507,1.7982014417648315
1.596116065979004,6.643303394317627
3.30100417137146,1.2279298305511475
1.6100205183029175,4.992732048034668
1.1077178716659546,1.70103120803833
1.7997889518737793,6.783725261688232
2.447169303894043,1.380815029144287
1.8230366706848145,6.735347747802734
1.2243821620941162,1.2847806215286255
2.902864933013916,6.501412391662598
1.431920051574707,1.9157958030700684
1.0840116739273071,5.368521213531494
1.4409146308898926,0.7536114454269409
2.9894182682037354,5.446989059448242
1.2778239250183105,1.4634389877319336
2.385694742202759,5.988818645477295
0.8239177465438843,1.655362844467163
1.1855586767196655,5.799005508422852
1.0496385097503662,1.152013897895813
2.974583387374878,5.775145053863525
1.5085680484771729,2.0484976768493652
1.5807002782821655,5.146417140960693
0.732079029083252,0.6955351829528809
2.406287670135498,5.0154008865356445
1.5459444522857666,0.5696792602539062
2.9164047241210938,5.463857650756836
1.7415077686309814,1.462836503982544
1.204418420791626,4.781922340393066
0.3735502064228058,2.0340638160705566
1.0777113437652588,6.321422576904297
2.021982192993164,0.4866659343242645
2.876753807067871,5.173443794250488
1.3875393867492676,1.3585819005966187
1.5896326303482056,6.265437126159668
0.669906497001648,2.6465771198272705
0.6450377702713013,5.572872161865234
0.7468594312667847,0.8142870664596558
3.0902132987976074,6.290421485900879
2.4229278564453125,1.1222026348114014
1.904455304145813,6.621343612670898
1.8941256999969482,0.8193041682243347
2.380448818206787,5.333147048950195
1.329067587852478,1.1130318641662598
1.1607351303100586,4.3826494216918945
0.9395120143890381,1.4028240442276
1.7197256088256836,5.609655380249023
0.8293351531028748,1.1182090044021606
1.5580973625183105,5.5552215576171875
1.3523914813995361,1.2991204261779785
1.5291695594787598,4.808014869689941
0.602601945400238,1.7833691835403442
0.9229831099510193,5.348777770996094
1.040971040725708,1.8535940647125244
0.8462582230567932,5.408007621765137
1.4046289920806885,1.4627103805541992
1.4353407621383667,5.133414268493652
0.6749603748321533,2.115154266357422
1.1940010786056519,4.450239181518555
0.17323678731918335,2.7731752395629883
0.1690274178981781,3.1265878677368164
0.22604291141033173,4.558378219604492
0.20622621476650238,1.681656837463379
2.2645351886749268,7.365389823913574
3.1696505546569824,1.8553305864334106
1.7220866680145264,3.9725654125213623
0.852471649646759,0.31208258867263794
3.483933687210083,4.354780197143555
1.2676873207092285,0.8344958424568176
2.6504149436950684,3.716071605682373
1.6283540725708008,0.6924670338630676
1.6982364654541016,3.466372013092041
1.0354976654052734,0.6259216070175171
1.4783457517623901,3.526939868927002
1.0881931781768799,1.065285563468933
1.1173069477081299,3.9233920574188232
0.7948106527328491,1.4522337913513184
0.9319741725921631,4.326911926269531
1.0834987163543701,1.6207877397537231
0.9710609912872314,4.956028938293457
1.1954025030136108,0.8185202479362488
1.8126640319824219,4.302948951721191
1.2641974687576294,1.2550396919250488
2.6031699180603027,3.752311944961548
0.7722012400627136,1.4586585760116577
1.3276816606521606,4.158984184265137
0.8033280968666077,1.2943443059921265
1.4116039276123047,3.4300882816314697
0.46127849817276,1.2931640148162842
0.9830100536346436,4.174306869506836
0.892509937286377,1.301130771636963
1.4424409866333008,3.8402323722839355
0.8157116770744324,1.2580375671386719
1.4831427335739136,4.067094802856445
0.7655901908874512,0.6767112612724304
2.329972267150879,5.087002754211426
1.2187579870224,1.382577896118164
0.8597851991653442,4.094869613647461
0.5446560978889465,1.334479570388794
1.2282578945159912,4.467536926269531
1.1875547170639038,0.9435272812843323
1.603642225265503,4.1540937423706055
0.7554885149002075,1.8166576623916626
0.7847576141357422,3.9336373805999756
0.3111286163330078,2.108677387237549
